Created as New Dataset,Sample 052 By Administrator Date Tuesday, October 29 2019
cm-1,A,
3857.63,0.4551,
3857.5,0.4549,
3857.38,0.4551,
3857.25,0.4561,
3857.13,0.4568,
3857,0.4568,
3856.88,0.4567,
3856.75,0.4572,
3856.63,0.4582,
3856.5,0.4593,
3856.38,0.4599,
3856.25,0.4602,
3856.13,0.4601,
3856,0.4595,
3855.88,0.4584,
3855.75,0.4563,
3855.63,0.453,
3855.5,0.4483,
3855.38,0.4429,
3855.25,0.4374,
3855.13,0.4313,
3855,0.4233,
3854.88,0.4138,
3854.75,0.4043,
3854.63,0.3994,
3854.5,0.3943,
3854.38,0.3802,
3854.25,0.3741,
3854.13,0.3832,
3854,0.3948,
3853.88,0.4043,
3853.75,0.412,
3853.63,0.4189,
3853.5,0.4249,
3853.38,0.429,
3853.25,0.4306,
3853.13,0.4301,
3853,0.4287,
3852.88,0.428,
3852.75,0.4294,
3852.63,0.4338,
3852.5,0.4363,
3852.38,0.4298,
3852.25,0.4256,
3852.13,0.4315,
3852,0.4369,
3851.88,0.4381,
3851.75,0.4387,
3851.63,0.4407,
3851.5,0.4444,
3851.38,0.4485,
3851.25,0.4524,
3851.13,0.4555,
3851,0.4579,
3850.88,0.4593,
3850.75,0.4599,
3850.63,0.4598,
3850.5,0.4594,
3850.38,0.4592,
3850.25,0.4595,
3850.13,0.4599,
3850,0.4601,
3849.88,0.4602,
3849.75,0.4605,
3849.63,0.4608,
3849.5,0.4609,
3849.38,0.4608,
3849.25,0.4609,
3849.13,0.4614,
3849,0.4619,
3848.88,0.4623,
3848.75,0.4627,
3848.63,0.4632,
3848.5,0.4636,
3848.38,0.4638,
3848.25,0.4638,
3848.13,0.4638,
3848,0.4639,
3847.88,0.4641,
3847.75,0.4642,
3847.63,0.4641,
3847.5,0.4638,
3847.38,0.4636,
3847.25,0.4635,
3847.13,0.4636,
3847,0.4637,
3846.88,0.4637,
3846.75,0.4635,
3846.63,0.4635,
3846.5,0.4636,
3846.38,0.4639,
3846.25,0.4642,
3846.13,0.4643,
3846,0.4641,
3845.88,0.4639,
3845.75,0.4634,
3845.63,0.4629,
3845.5,0.4625,
3845.38,0.4623,
3845.25,0.462,
3845.13,0.4616,
3845,0.4608,
3844.88,0.4591,
3844.75,0.4562,
3844.63,0.4529,
3844.5,0.4502,
3844.38,0.4487,
3844.25,0.4481,
3844.13,0.4474,
3844,0.4469,
3843.88,0.4482,
3843.75,0.4505,
3843.63,0.4518,
3843.5,0.452,
3843.38,0.4525,
3843.25,0.4539,
3843.13,0.456,
3843,0.4579,
3842.88,0.4594,
3842.75,0.4605,
3842.63,0.4613,
3842.5,0.4616,
3842.38,0.4613,
3842.25,0.4603,
3842.13,0.458,
3842,0.4547,
3841.88,0.4516,
3841.75,0.4497,
3841.63,0.449,
3841.5,0.4481,
3841.38,0.446,
3841.25,0.4451,
3841.13,0.4464,
3841,0.4469,
3840.88,0.4454,
3840.75,0.4438,
3840.63,0.4438,
3840.5,0.4454,
3840.38,0.4472,
3840.25,0.4487,
3840.13,0.4506,
3840,0.4527,
3839.88,0.4538,
3839.75,0.4537,
3839.63,0.4532,
3839.5,0.453,
3839.38,0.4527,
3839.25,0.4517,
3839.13,0.4496,
3839,0.446,
3838.88,0.4418,
3838.75,0.4377,
3838.63,0.4359,
3838.5,0.437,
3838.38,0.4412,
3838.25,0.4378,
3838.13,0.4263,
3838,0.4255,
3837.88,0.4319,
3837.75,0.4346,
3837.63,0.4353,
3837.5,0.4367,
3837.38,0.4399,
3837.25,0.4444,
3837.13,0.4488,
3837,0.4525,
3836.88,0.4552,
3836.75,0.457,
3836.63,0.4582,
3836.5,0.4588,
3836.38,0.4589,
3836.25,0.4583,
3836.13,0.4564,
3836,0.453,
3835.88,0.4489,
3835.75,0.4456,
3835.63,0.4441,
3835.5,0.4441,
3835.38,0.4429,
3835.25,0.4408,
3835.13,0.4422,
3835,0.4462,
3834.88,0.4484,
3834.75,0.4487,
3834.63,0.4491,
3834.5,0.4509,
3834.38,0.4536,
3834.25,0.4563,
3834.13,0.4587,
3834,0.4605,
3833.88,0.4616,
3833.75,0.462,
3833.63,0.4621,
3833.5,0.4621,
3833.38,0.4622,
3833.25,0.4623,
3833.13,0.462,
3833,0.4612,
3832.88,0.4594,
3832.75,0.4562,
3832.63,0.452,
3832.5,0.4481,
3832.38,0.4457,
3832.25,0.445,
3832.13,0.4441,
3832,0.442,
3831.88,0.442,
3831.75,0.4455,
3831.63,0.4482,
3831.5,0.4487,
3831.38,0.4488,
3831.25,0.4502,
3831.13,0.4528,
3831,0.4557,
3830.88,0.458,
3830.75,0.4599,
3830.63,0.4613,
3830.5,0.4624,
3830.38,0.4632,
3830.25,0.4635,
3830.13,0.4636,
3830,0.4637,
3829.88,0.4638,
3829.75,0.464,
3829.63,0.4641,
3829.5,0.464,
3829.38,0.4639,
3829.25,0.4636,
3829.13,0.4633,
3829,0.4628,
3828.88,0.4623,
3828.75,0.4619,
3828.63,0.4618,
3828.5,0.4617,
3828.38,0.4615,
3828.25,0.4613,
3828.13,0.4612,
3828,0.4607,
3827.88,0.4593,
3827.75,0.4567,
3827.63,0.454,
3827.5,0.4525,
3827.38,0.4526,
3827.25,0.4531,
3827.13,0.4528,
3827,0.4524,
3826.88,0.4535,
3826.75,0.4551,
3826.63,0.4556,
3826.5,0.4551,
3826.38,0.4549,
3826.25,0.4557,
3826.13,0.4573,
3826,0.4589,
3825.88,0.4601,
3825.75,0.461,
3825.63,0.4617,
3825.5,0.4622,
3825.38,0.4625,
3825.25,0.4624,
3825.13,0.4623,
3825,0.4623,
3824.88,0.4624,
3824.75,0.4623,
3824.63,0.4621,
3824.5,0.4618,
3824.38,0.4618,
3824.25,0.4618,
3824.13,0.4617,
3824,0.4614,
3823.88,0.4612,
3823.75,0.4611,
3823.63,0.4611,
3823.5,0.4611,
3823.38,0.4608,
3823.25,0.4599,
3823.13,0.4584,
3823,0.456,
3822.88,0.4526,
3822.75,0.4482,
3822.63,0.4435,
3822.5,0.4401,
3822.38,0.4385,
3822.25,0.4376,
3822.13,0.4332,
3822,0.4279,
3821.88,0.4275,
3821.75,0.4273,
3821.63,0.4228,
3821.5,0.4171,
3821.38,0.4149,
3821.25,0.4176,
3821.13,0.4209,
3821,0.423,
3820.88,0.4282,
3820.75,0.4352,
3820.63,0.4395,
3820.5,0.4412,
3820.38,0.4425,
3820.25,0.4449,
3820.13,0.4482,
3820,0.4518,
3819.88,0.4546,
3819.75,0.4561,
3819.63,0.4569,
3819.5,0.4577,
3819.38,0.4588,
3819.25,0.4598,
3819.13,0.4605,
3819,0.4608,
3818.88,0.461,
3818.75,0.4612,
3818.63,0.4613,
3818.5,0.4613,
3818.38,0.4612,
3818.25,0.4609,
3818.13,0.4607,
3818,0.4605,
3817.88,0.4601,
3817.75,0.4595,
3817.63,0.4583,
3817.5,0.4565,
3817.38,0.4538,
3817.25,0.4496,
3817.13,0.4445,
3817,0.4395,
3816.88,0.4363,
3816.75,0.4357,
3816.63,0.4385,
3816.5,0.4372,
3816.38,0.4264,
3816.25,0.4224,
3816.13,0.428,
3816,0.4316,
3815.88,0.4329,
3815.75,0.4348,
3815.63,0.4385,
3815.5,0.4435,
3815.38,0.4484,
3815.25,0.4526,
3815.13,0.4559,
3815,0.4584,
3814.88,0.4603,
3814.75,0.4616,
3814.63,0.4625,
3814.5,0.4629,
3814.38,0.4631,
3814.25,0.4632,
3814.13,0.4633,
3814,0.4635,
3813.88,0.4637,
3813.75,0.4638,
3813.63,0.4638,
3813.5,0.4638,
3813.38,0.4639,
3813.25,0.464,
3813.13,0.4642,
3813,0.4643,
3812.88,0.4644,
3812.75,0.4644,
3812.63,0.4645,
3812.5,0.4645,
3812.38,0.4645,
3812.25,0.4643,
3812.13,0.4641,
3812,0.464,
3811.88,0.464,
3811.75,0.464,
3811.63,0.4642,
3811.5,0.4645,
3811.38,0.4647,
3811.25,0.4649,
3811.13,0.4648,
3811,0.4647,
3810.88,0.4647,
3810.75,0.4647,
3810.63,0.465,
3810.5,0.4654,
3810.38,0.4656,
3810.25,0.4657,
3810.13,0.4656,
3810,0.4654,
3809.88,0.4653,
3809.75,0.4652,
3809.63,0.4651,
3809.5,0.4649,
3809.38,0.4645,
3809.25,0.4638,
3809.13,0.4632,
3809,0.4627,
3808.88,0.4622,
3808.75,0.4618,
3808.63,0.4612,
3808.5,0.4602,
3808.38,0.4583,
3808.25,0.4553,
3808.13,0.4508,
3808,0.4452,
3807.88,0.4397,
3807.75,0.4358,
3807.63,0.4349,
3807.5,0.4359,
3807.38,0.4315,
3807.25,0.4247,
3807.13,0.4268,
3807,0.4329,
3806.88,0.4361,
3806.75,0.4379,
3806.63,0.4404,
3806.5,0.4444,
3806.38,0.4488,
3806.25,0.4528,
3806.13,0.4558,
3806,0.4579,
3805.88,0.4594,
3805.75,0.4605,
3805.63,0.4613,
3805.5,0.4622,
3805.38,0.4628,
3805.25,0.4631,
3805.13,0.4631,
3805,0.463,
3804.88,0.463,
3804.75,0.4631,
3804.63,0.4631,
3804.5,0.463,
3804.38,0.4626,
3804.25,0.462,
3804.13,0.4611,
3804,0.4595,
3803.88,0.4577,
3803.75,0.4563,
3803.63,0.4556,
3803.5,0.4552,
3803.38,0.4544,
3803.25,0.4534,
3803.13,0.4531,
3803,0.453,
3802.88,0.4518,
3802.75,0.4488,
3802.63,0.4443,
3802.5,0.4393,
3802.38,0.4346,
3802.25,0.431,
3802.13,0.4296,
3802,0.4318,
3801.88,0.4349,
3801.75,0.4281,
3801.63,0.42,
3801.5,0.4236,
3801.38,0.4288,
3801.25,0.4303,
3801.13,0.4316,
3801,0.4342,
3800.88,0.4387,
3800.75,0.4436,
3800.63,0.4484,
3800.5,0.4525,
3800.38,0.4555,
3800.25,0.4574,
3800.13,0.4588,
3800,0.4601,
3799.88,0.4612,
3799.75,0.4622,
3799.63,0.4629,
3799.5,0.4631,
3799.38,0.4631,
3799.25,0.463,
3799.13,0.4631,
3799,0.4633,
3798.88,0.4631,
3798.75,0.4625,
3798.63,0.4618,
3798.5,0.4614,
3798.38,0.4612,
3798.25,0.4608,
3798.13,0.4604,
3798,0.4601,
3797.88,0.4601,
3797.75,0.4597,
3797.63,0.4579,
3797.5,0.4548,
3797.38,0.451,
3797.25,0.448,
3797.13,0.4467,
3797,0.4469,
3796.88,0.4467,
3796.75,0.4453,
3796.63,0.4452,
3796.5,0.4476,
3796.38,0.45,
3796.25,0.4509,
3796.13,0.4515,
3796,0.4529,
3795.88,0.4551,
3795.75,0.4575,
3795.63,0.4594,
3795.5,0.4609,
3795.38,0.4622,
3795.25,0.4631,
3795.13,0.4638,
3795,0.4642,
3794.88,0.4645,
3794.75,0.4647,
3794.63,0.4649,
3794.5,0.4651,
3794.38,0.4652,
3794.25,0.4651,
3794.13,0.4649,
3794,0.4647,
3793.88,0.4647,
3793.75,0.4648,
3793.63,0.4651,
3793.5,0.4655,
3793.38,0.4659,
3793.25,0.4661,
3793.13,0.4661,
3793,0.4661,
3792.88,0.466,
3792.75,0.4658,
3792.63,0.4656,
3792.5,0.4652,
3792.38,0.4649,
3792.25,0.4649,
3792.13,0.4649,
3792,0.4649,
3791.88,0.4649,
3791.75,0.4651,
3791.63,0.4655,
3791.5,0.4659,
3791.38,0.4661,
3791.25,0.466,
3791.13,0.4656,
3791,0.4652,
3790.88,0.4649,
3790.75,0.4647,
3790.63,0.4646,
3790.5,0.4646,
3790.38,0.4646,
3790.25,0.4647,
3790.13,0.4649,
3790,0.4652,
3789.88,0.4653,
3789.75,0.4654,
3789.63,0.4655,
3789.5,0.4658,
3789.38,0.466,
3789.25,0.4661,
3789.13,0.466,
3789,0.4659,
3788.88,0.4659,
3788.75,0.466,
3788.63,0.4663,
3788.5,0.4664,
3788.38,0.4665,
3788.25,0.4665,
3788.13,0.4664,
3788,0.4663,
3787.88,0.4662,
3787.75,0.4661,
3787.63,0.4659,
3787.5,0.4658,
3787.38,0.4657,
3787.25,0.4656,
3787.13,0.4655,
3787,0.4654,
3786.88,0.4654,
3786.75,0.4654,
3786.63,0.4651,
3786.5,0.4645,
3786.38,0.464,
3786.25,0.4635,
3786.13,0.4631,
3786,0.463,
3785.88,0.4629,
3785.75,0.4624,
3785.63,0.4615,
3785.5,0.4603,
3785.38,0.4596,
3785.25,0.4596,
3785.13,0.4598,
3785,0.4598,
3784.88,0.4597,
3784.75,0.46,
3784.63,0.4608,
3784.5,0.4612,
3784.38,0.4612,
3784.25,0.461,
3784.13,0.4615,
3784,0.4626,
3783.88,0.4639,
3783.75,0.4649,
3783.63,0.4656,
3783.5,0.4658,
3783.38,0.4656,
3783.25,0.4653,
3783.13,0.465,
3783,0.4647,
3782.88,0.4643,
3782.75,0.4642,
3782.63,0.4642,
3782.5,0.4642,
3782.38,0.4641,
3782.25,0.464,
3782.13,0.4639,
3782,0.4642,
3781.88,0.4647,
3781.75,0.4649,
3781.63,0.4648,
3781.5,0.4645,
3781.38,0.4644,
3781.25,0.4644,
3781.13,0.4643,
3781,0.4637,
3780.88,0.4627,
3780.75,0.4611,
3780.63,0.4588,
3780.5,0.4556,
3780.38,0.4523,
3780.25,0.45,
3780.13,0.4492,
3780,0.4493,
3779.88,0.4486,
3779.75,0.4478,
3779.63,0.4487,
3779.5,0.4508,
3779.38,0.452,
3779.25,0.4523,
3779.13,0.453,
3779,0.4546,
3778.88,0.4569,
3778.75,0.4591,
3778.63,0.4608,
3778.5,0.462,
3778.38,0.4628,
3778.25,0.4633,
3778.13,0.4639,
3778,0.4645,
3777.88,0.465,
3777.75,0.4652,
3777.63,0.4653,
3777.5,0.4656,
3777.38,0.4659,
3777.25,0.4663,
3777.13,0.4664,
3777,0.4664,
3776.88,0.4662,
3776.75,0.4661,
3776.63,0.4661,
3776.5,0.4663,
3776.38,0.4665,
3776.25,0.4666,
3776.13,0.4665,
3776,0.4664,
3775.88,0.4663,
3775.75,0.4664,
3775.63,0.4663,
3775.5,0.4662,
3775.38,0.466,
3775.25,0.4659,
3775.13,0.4658,
3775,0.4658,
3774.88,0.466,
3774.75,0.4662,
3774.63,0.4664,
3774.5,0.4665,
3774.38,0.4665,
3774.25,0.4664,
3774.13,0.4663,
3774,0.4662,
3773.88,0.4661,
3773.75,0.466,
3773.63,0.4658,
3773.5,0.4658,
3773.38,0.4659,
3773.25,0.4662,
3773.13,0.4665,
3773,0.4666,
3772.88,0.4664,
3772.75,0.466,
3772.63,0.4656,
3772.5,0.4654,
3772.38,0.4652,
3772.25,0.4651,
3772.13,0.4649,
3772,0.4645,
3771.88,0.464,
3771.75,0.4636,
3771.63,0.4632,
3771.5,0.4626,
3771.38,0.4616,
3771.25,0.4603,
3771.13,0.4585,
3771,0.4556,
3770.88,0.4516,
3770.75,0.4474,
3770.63,0.4443,
3770.5,0.443,
3770.38,0.4426,
3770.25,0.4401,
3770.13,0.4376,
3770,0.4398,
3769.88,0.4438,
3769.75,0.4459,
3769.63,0.4465,
3769.5,0.4476,
3769.38,0.4501,
3769.25,0.4534,
3769.13,0.4569,
3769,0.4599,
3768.88,0.4622,
3768.75,0.4638,
3768.63,0.4647,
3768.5,0.465,
3768.38,0.4651,
3768.25,0.465,
3768.13,0.4646,
3768,0.464,
3767.88,0.4633,
3767.75,0.463,
3767.63,0.4632,
3767.5,0.4637,
3767.38,0.4639,
3767.25,0.4635,
3767.13,0.4626,
3767,0.4612,
3766.88,0.459,
3766.75,0.4559,
3766.63,0.4528,
3766.5,0.4507,
3766.38,0.4503,
3766.25,0.4506,
3766.13,0.4499,
3766,0.449,
3765.88,0.4503,
3765.75,0.4526,
3765.63,0.4538,
3765.5,0.4541,
3765.38,0.4546,
3765.25,0.456,
3765.13,0.4579,
3765,0.4599,
3764.88,0.4619,
3764.75,0.4635,
3764.63,0.4646,
3764.5,0.4649,
3764.38,0.4649,
3764.25,0.4648,
3764.13,0.4648,
3764,0.4648,
3763.88,0.4648,
3763.75,0.4649,
3763.63,0.4649,
3763.5,0.4649,
3763.38,0.4648,
3763.25,0.4646,
3763.13,0.4646,
3763,0.4645,
3762.88,0.4645,
3762.75,0.4647,
3762.63,0.465,
3762.5,0.4652,
3762.38,0.4651,
3762.25,0.4648,
3762.13,0.4646,
3762,0.4646,
3761.88,0.4647,
3761.75,0.4649,
3761.63,0.465,
3761.5,0.4649,
3761.38,0.4646,
3761.25,0.4639,
3761.13,0.4627,
3761,0.4606,
3760.88,0.4573,
3760.75,0.4534,
3760.63,0.4502,
3760.5,0.4484,
3760.38,0.4478,
3760.25,0.4466,
3760.13,0.4443,
3760,0.4436,
3759.88,0.4451,
3759.75,0.446,
3759.63,0.4458,
3759.5,0.446,
3759.38,0.4476,
3759.25,0.4506,
3759.13,0.4541,
3759,0.4569,
3758.88,0.4587,
3758.75,0.4597,
3758.63,0.4606,
3758.5,0.4614,
3758.38,0.4621,
3758.25,0.4625,
3758.13,0.4626,
3758,0.4625,
3757.88,0.4618,
3757.75,0.4604,
3757.63,0.4581,
3757.5,0.4557,
3757.38,0.454,
3757.25,0.4534,
3757.13,0.4534,
3757,0.4529,
3756.88,0.4523,
3756.75,0.4532,
3756.63,0.4549,
3756.5,0.4557,
3756.38,0.4555,
3756.25,0.4555,
3756.13,0.4566,
3756,0.4585,
3755.88,0.4603,
3755.75,0.4616,
3755.63,0.4626,
3755.5,0.4631,
3755.38,0.4633,
3755.25,0.4633,
3755.13,0.4632,
3755,0.463,
3754.88,0.4625,
3754.75,0.4616,
3754.63,0.4609,
3754.5,0.4607,
3754.38,0.4608,
3754.25,0.4607,
3754.13,0.4603,
3754,0.4597,
3753.88,0.4589,
3753.75,0.4574,
3753.63,0.4546,
3753.5,0.4503,
3753.38,0.4448,
3753.25,0.4389,
3753.13,0.433,
3753,0.4292,
3752.88,0.4286,
3752.75,0.432,
3752.63,0.4295,
3752.5,0.4162,
3752.38,0.4128,
3752.25,0.4196,
3752.13,0.4238,
3752,0.4257,
3751.88,0.4275,
3751.75,0.4307,
3751.63,0.4353,
3751.5,0.4402,
3751.38,0.4444,
3751.25,0.4475,
3751.13,0.4498,
3751,0.451,
3750.88,0.4506,
3750.75,0.4483,
3750.63,0.4441,
3750.5,0.4384,
3750.38,0.432,
3750.25,0.425,
3750.13,0.4191,
3750,0.4162,
3749.88,0.4168,
3749.75,0.4076,
3749.63,0.396,
3749.5,0.402,
3749.38,0.4137,
3749.25,0.4205,
3749.13,0.4257,
3749,0.4303,
3748.88,0.4358,
3748.75,0.4414,
3748.63,0.4466,
3748.5,0.4506,
3748.38,0.453,
3748.25,0.4546,
3748.13,0.4558,
3748,0.4566,
3747.88,0.457,
3747.75,0.457,
3747.63,0.4572,
3747.5,0.4578,
3747.38,0.4581,
3747.25,0.4576,
3747.13,0.457,
3747,0.4569,
3746.88,0.4573,
3746.75,0.4578,
3746.63,0.4578,
3746.5,0.4573,
3746.38,0.4561,
3746.25,0.4535,
3746.13,0.4492,
3746,0.4435,
3745.88,0.4373,
3745.75,0.4307,
3745.63,0.4239,
3745.5,0.4175,
3745.38,0.4145,
3745.25,0.4171,
3745.13,0.4231,
3745,0.4153,
3744.88,0.3907,
3744.75,0.3805,
3744.63,0.3871,
3744.5,0.3928,
3744.38,0.395,
3744.25,0.3979,
3744.13,0.4066,
3744,0.4191,
3743.88,0.4297,
3743.75,0.4368,
3743.63,0.4417,
3743.5,0.4461,
3743.38,0.4502,
3743.25,0.4536,
3743.13,0.4563,
3743,0.4582,
3742.88,0.4595,
3742.75,0.4603,
3742.63,0.461,
3742.5,0.4614,
3742.38,0.4609,
3742.25,0.4595,
3742.13,0.458,
3742,0.4572,
3741.88,0.4568,
3741.75,0.4562,
3741.63,0.4554,
3741.5,0.4552,
3741.38,0.4555,
3741.25,0.4555,
3741.13,0.4549,
3741,0.4547,
3740.88,0.4558,
3740.75,0.4577,
3740.63,0.4595,
3740.5,0.4607,
3740.38,0.4615,
3740.25,0.462,
3740.13,0.4621,
3740,0.4622,
3739.88,0.4622,
3739.75,0.462,
3739.63,0.4615,
3739.5,0.4605,
3739.38,0.4589,
3739.25,0.4572,
3739.13,0.4559,
3739,0.4554,
3738.88,0.4551,
3738.75,0.4545,
3738.63,0.4543,
3738.5,0.4551,
3738.38,0.4563,
3738.25,0.4567,
3738.13,0.4562,
3738,0.455,
3737.88,0.4529,
3737.75,0.4495,
3737.63,0.445,
3737.5,0.4413,
3737.38,0.4397,
3737.25,0.4407,
3737.13,0.4399,
3737,0.4352,
3736.88,0.435,
3736.75,0.439,
3736.63,0.4401,
3736.5,0.4374,
3736.38,0.4342,
3736.25,0.433,
3736.13,0.4338,
3736,0.4346,
3735.88,0.4333,
3735.75,0.4314,
3735.63,0.4315,
3735.5,0.4329,
3735.38,0.4327,
3735.25,0.4306,
3735.13,0.4295,
3735,0.4321,
3734.88,0.4368,
3734.75,0.4402,
3734.63,0.4421,
3734.5,0.4439,
3734.38,0.4467,
3734.25,0.45,
3734.13,0.4528,
3734,0.4544,
3733.88,0.4556,
3733.75,0.457,
3733.63,0.4583,
3733.5,0.4583,
3733.38,0.4561,
3733.25,0.4517,
3733.13,0.4462,
3733,0.441,
3732.88,0.4372,
3732.75,0.4356,
3732.63,0.4362,
3732.5,0.4336,
3732.38,0.4295,
3732.25,0.4323,
3732.13,0.4379,
3732,0.4399,
3731.88,0.4406,
3731.75,0.4424,
3731.63,0.4459,
3731.5,0.4502,
3731.38,0.4545,
3731.25,0.4584,
3731.13,0.4613,
3731,0.463,
3730.88,0.4633,
3730.75,0.4632,
3730.63,0.4635,
3730.5,0.4641,
3730.38,0.4648,
3730.25,0.4652,
3730.13,0.4655,
3730,0.466,
3729.88,0.4667,
3729.75,0.4672,
3729.63,0.467,
3729.5,0.4661,
3729.38,0.4655,
3729.25,0.4655,
3729.13,0.4659,
3729,0.4661,
3728.88,0.4659,
3728.75,0.4658,
3728.63,0.4661,
3728.5,0.4665,
3728.38,0.4662,
3728.25,0.465,
3728.13,0.4635,
3728,0.4626,
3727.88,0.4625,
3727.75,0.4617,
3727.63,0.4591,
3727.5,0.4552,
3727.38,0.4523,
3727.25,0.4517,
3727.13,0.4524,
3727,0.4518,
3726.88,0.4499,
3726.75,0.4502,
3726.63,0.4524,
3726.5,0.4537,
3726.38,0.4537,
3726.25,0.454,
3726.13,0.4553,
3726,0.4571,
3725.88,0.4584,
3725.75,0.4593,
3725.63,0.4599,
3725.5,0.4599,
3725.38,0.4593,
3725.25,0.4586,
3725.13,0.4589,
3725,0.4601,
3724.88,0.4611,
3724.75,0.4616,
3724.63,0.4624,
3724.5,0.4638,
3724.38,0.465,
3724.25,0.4652,
3724.13,0.4648,
3724,0.4644,
3723.88,0.4643,
3723.75,0.4643,
3723.63,0.464,
3723.5,0.4634,
3723.38,0.462,
3723.25,0.4595,
3723.13,0.4565,
3723,0.4542,
3722.88,0.4529,
3722.75,0.4521,
3722.63,0.4509,
3722.5,0.45,
3722.38,0.4512,
3722.25,0.454,
3722.13,0.4561,
3722,0.4569,
3721.88,0.4576,
3721.75,0.4594,
3721.63,0.4618,
3721.5,0.4638,
3721.38,0.4651,
3721.25,0.466,
3721.13,0.4667,
3721,0.4672,
3720.88,0.4675,
3720.75,0.4676,
3720.63,0.4676,
3720.5,0.4677,
3720.38,0.4681,
3720.25,0.4686,
3720.13,0.4685,
3720,0.4672,
3719.88,0.4648,
3719.75,0.4625,
3719.63,0.4612,
3719.5,0.4609,
3719.38,0.4609,
3719.25,0.4609,
3719.13,0.4616,
3719,0.4628,
3718.88,0.4637,
3718.75,0.4639,
3718.63,0.464,
3718.5,0.4646,
3718.38,0.4655,
3718.25,0.4665,
3718.13,0.4673,
3718,0.468,
3717.88,0.4688,
3717.75,0.4695,
3717.63,0.4698,
3717.5,0.4698,
3717.38,0.4698,
3717.25,0.47,
3717.13,0.47,
3717,0.4699,
3716.88,0.4697,
3716.75,0.4698,
3716.63,0.4699,
3716.5,0.47,
3716.38,0.4701,
3716.25,0.4702,
3716.13,0.4704,
3716,0.4705,
3715.88,0.4699,
3715.75,0.4687,
3715.63,0.4674,
3715.5,0.4667,
3715.38,0.4665,
3715.25,0.4664,
3715.13,0.4664,
3715,0.4667,
3714.88,0.4677,
3714.75,0.4684,
3714.63,0.4684,
3714.5,0.4679,
3714.38,0.4677,
3714.25,0.4681,
3714.13,0.4687,
3714,0.4689,
3713.88,0.4683,
3713.75,0.4671,
3713.63,0.4655,
3713.5,0.4636,
3713.38,0.4603,
3713.25,0.4554,
3713.13,0.4495,
3713,0.4441,
3712.88,0.4401,
3712.75,0.4382,
3712.63,0.4358,
3712.5,0.4292,
3712.38,0.4268,
3712.25,0.4321,
3712.13,0.4368,
3712,0.4388,
3711.88,0.4408,
3711.75,0.4442,
3711.63,0.4486,
3711.5,0.4529,
3711.38,0.4566,
3711.25,0.4596,
3711.13,0.4619,
3711,0.4634,
3710.88,0.4643,
3710.75,0.4647,
3710.63,0.4643,
3710.5,0.4627,
3710.38,0.4598,
3710.25,0.4564,
3710.13,0.4535,
3710,0.4519,
3709.88,0.4511,
3709.75,0.4496,
3709.63,0.4484,
3709.5,0.4504,
3709.38,0.4536,
3709.25,0.4554,
3709.13,0.4565,
3709,0.4582,
3708.88,0.461,
3708.75,0.4642,
3708.63,0.4676,
3708.5,0.4706,
3708.38,0.4727,
3708.25,0.4735,
3708.13,0.4734,
3708,0.4732,
3707.88,0.4735,
3707.75,0.474,
3707.63,0.4744,
3707.5,0.4745,
3707.38,0.4743,
3707.25,0.474,
3707.13,0.4738,
3707,0.4741,
3706.88,0.4747,
3706.75,0.4754,
3706.63,0.4756,
3706.5,0.4753,
3706.38,0.4749,
3706.25,0.4745,
3706.13,0.4743,
3706,0.4742,
3705.88,0.4744,
3705.75,0.4749,
3705.63,0.4755,
3705.5,0.476,
3705.38,0.4764,
3705.25,0.4769,
3705.13,0.4773,
3705,0.4774,
3704.88,0.4772,
3704.75,0.477,
3704.63,0.477,
3704.5,0.4774,
3704.38,0.4778,
3704.25,0.4783,
3704.13,0.4788,
3704,0.4793,
3703.88,0.4795,
3703.75,0.4796,
3703.63,0.4797,
3703.5,0.4798,
3703.38,0.4796,
3703.25,0.4785,
3703.13,0.4766,
3703,0.4742,
3702.88,0.4712,
3702.75,0.4676,
3702.63,0.4639,
3702.5,0.4609,
3702.38,0.4595,
3702.25,0.4591,
3702.13,0.4583,
3702,0.4585,
3701.88,0.4609,
3701.75,0.4639,
3701.63,0.4656,
3701.5,0.4663,
3701.38,0.4669,
3701.25,0.4684,
3701.13,0.4706,
3701,0.473,
3700.88,0.4751,
3700.75,0.4767,
3700.63,0.4779,
3700.5,0.4787,
3700.38,0.4791,
3700.25,0.4792,
3700.13,0.4794,
3700,0.4803,
3699.88,0.4814,
3699.75,0.4821,
3699.63,0.4819,
3699.5,0.4813,
3699.38,0.4809,
3699.25,0.481,
3699.13,0.4812,
3699,0.4816,
3698.88,0.4822,
3698.75,0.4832,
3698.63,0.4839,
3698.5,0.4841,
3698.38,0.4839,
3698.25,0.484,
3698.13,0.4845,
3698,0.4848,
3697.88,0.4842,
3697.75,0.483,
3697.63,0.4819,
3697.5,0.4812,
3697.38,0.4807,
3697.25,0.4804,
3697.13,0.4803,
3697,0.4804,
3696.88,0.4805,
3696.75,0.4804,
3696.63,0.4803,
3696.5,0.4804,
3696.38,0.4808,
3696.25,0.4812,
3696.13,0.4814,
3696,0.4812,
3695.88,0.481,
3695.75,0.4811,
3695.63,0.4815,
3695.5,0.482,
3695.38,0.4823,
3695.25,0.4823,
3695.13,0.4822,
3695,0.4821,
3694.88,0.4819,
3694.75,0.4819,
3694.63,0.4822,
3694.5,0.4828,
3694.38,0.4832,
3694.25,0.4831,
3694.13,0.4826,
3694,0.4821,
