Created as New Dataset,Sample 052 By Administrator Date Tuesday, October 29 2019
cm-1,A,
5592.75,0.4636,
5592.63,0.464,
5592.5,0.4641,
5592.38,0.4638,
5592.25,0.4632,
5592.13,0.4629,
5592,0.4628,
5591.88,0.463,
5591.75,0.4634,
5591.63,0.4638,
5591.5,0.4639,
5591.38,0.4638,
5591.25,0.4636,
5591.13,0.4635,
5591,0.4636,
5590.88,0.4639,
5590.75,0.4641,
5590.63,0.4641,
5590.5,0.4637,
5590.38,0.4632,
5590.25,0.4629,
5590.13,0.4628,
5590,0.463,
5589.88,0.4632,
5589.75,0.4634,
5589.63,0.4638,
5589.5,0.4643,
5589.38,0.4645,
5589.25,0.4644,
5589.13,0.4643,
5589,0.4641,
5588.88,0.4639,
5588.75,0.4638,
5588.63,0.4639,
5588.5,0.4641,
5588.38,0.4642,
5588.25,0.464,
5588.13,0.4635,
5588,0.4628,
5587.88,0.462,
5587.75,0.4613,
5587.63,0.4611,
5587.5,0.4614,
5587.38,0.4621,
5587.25,0.4627,
5587.13,0.4633,
5587,0.4641,
5586.88,0.4651,
5586.75,0.4657,
5586.63,0.4658,
5586.5,0.4652,
5586.38,0.4644,
5586.25,0.4636,
5586.13,0.4631,
5586,0.463,
5585.88,0.4631,
5585.75,0.4632,
5585.63,0.4631,
5585.5,0.4627,
5585.38,0.4622,
5585.25,0.4617,
5585.13,0.4614,
5585,0.4615,
5584.88,0.4617,
5584.75,0.4621,
5584.63,0.4628,
5584.5,0.4636,
5584.38,0.4641,
5584.25,0.4642,
5584.13,0.464,
5584,0.4641,
5583.88,0.4645,
5583.75,0.4651,
5583.63,0.4655,
5583.5,0.4656,
5583.38,0.4654,
5583.25,0.4646,
5583.13,0.4636,
5583,0.4626,
5582.88,0.4619,
5582.75,0.4614,
5582.63,0.4613,
5582.5,0.4617,
5582.38,0.4627,
5582.25,0.4638,
5582.13,0.4648,
5582,0.465,
5581.88,0.4645,
5581.75,0.4637,
5581.63,0.4634,
5581.5,0.4635,
5581.38,0.464,
5581.25,0.4645,
5581.13,0.4651,
5581,0.4654,
5580.88,0.4651,
5580.75,0.4644,
5580.63,0.4635,
5580.5,0.4628,
5580.38,0.4624,
5580.25,0.4622,
5580.13,0.4623,
5580,0.4629,
5579.88,0.4635,
5579.75,0.4637,
5579.63,0.4637,
5579.5,0.464,
5579.38,0.4651,
5579.25,0.4667,
5579.13,0.4687,
5579,0.4709,
5578.88,0.4736,
5578.75,0.4774,
5578.63,0.4833,
5578.5,0.4917,
5578.38,0.5014,
5578.25,0.5093,
5578.13,0.5129,
5578,0.5117,
5577.88,0.5072,
5577.75,0.5013,
5577.63,0.4954,
5577.5,0.4902,
5577.38,0.4858,
5577.25,0.4821,
5577.13,0.4788,
5577,0.4758,
5576.88,0.4735,
5576.75,0.4723,
5576.63,0.4719,
5576.5,0.4715,
5576.38,0.4706,
5576.25,0.4692,
5576.13,0.468,
5576,0.4676,
5575.88,0.4676,
5575.75,0.4674,
5575.63,0.4667,
5575.5,0.4659,
5575.38,0.4656,
5575.25,0.4656,
5575.13,0.4655,
5575,0.4655,
5574.88,0.466,
5574.75,0.4677,
5574.63,0.4709,
5574.5,0.4751,
5574.38,0.4789,
5574.25,0.4812,
5574.13,0.4812,
5574,0.4793,
5573.88,0.4764,
5573.75,0.4734,
5573.63,0.4712,
5573.5,0.4699,
5573.38,0.4693,
5573.25,0.4687,
5573.13,0.4679,
5573,0.467,
5572.88,0.4666,
5572.75,0.4668,
5572.63,0.4671,
5572.5,0.4673,
5572.38,0.4669,
5572.25,0.4662,
5572.13,0.4652,
5572,0.4643,
5571.88,0.4638,
5571.75,0.4633,
5571.63,0.4628,
5571.5,0.4626,
5571.38,0.4628,
5571.25,0.4634,
5571.13,0.4637,
5571,0.4638,
5570.88,0.4638,
5570.75,0.4639,
5570.63,0.464,
5570.5,0.4639,
5570.38,0.464,
5570.25,0.4642,
5570.13,0.4642,
5570,0.4637,
5569.88,0.4628,
5569.75,0.4622,
5569.63,0.4621,
5569.5,0.4622,
5569.38,0.462,
5569.25,0.4618,
5569.13,0.462,
5569,0.4625,
5568.88,0.463,
5568.75,0.4632,
5568.63,0.4632,
5568.5,0.4634,
5568.38,0.4635,
5568.25,0.4632,
5568.13,0.4625,
5568,0.4621,
5567.88,0.4622,
5567.75,0.4627,
5567.63,0.463,
5567.5,0.4629,
5567.38,0.4625,
5567.25,0.4622,
5567.13,0.4623,
5567,0.4629,
5566.88,0.4637,
5566.75,0.4644,
5566.63,0.4647,
5566.5,0.4646,
5566.38,0.4642,
5566.25,0.4635,
5566.13,0.4624,
5566,0.4615,
5565.88,0.4612,
5565.75,0.4619,
5565.63,0.463,
5565.5,0.4641,
5565.38,0.4648,
5565.25,0.465,
5565.13,0.4646,
5565,0.4638,
5564.88,0.4633,
5564.75,0.4636,
5564.63,0.4643,
5564.5,0.4648,
5564.38,0.4645,
5564.25,0.4637,
5564.13,0.4629,
5564,0.4625,
5563.88,0.4626,
5563.75,0.4631,
5563.63,0.4637,
5563.5,0.464,
5563.38,0.4638,
5563.25,0.4632,
5563.13,0.4627,
5563,0.4625,
5562.88,0.4625,
5562.75,0.4628,
5562.63,0.4632,
5562.5,0.4634,
5562.38,0.4631,
5562.25,0.4626,
5562.13,0.4622,
5562,0.4624,
5561.88,0.4628,
5561.75,0.4632,
5561.63,0.4634,
5561.5,0.4634,
5561.38,0.4633,
5561.25,0.463,
5561.13,0.4627,
5561,0.4625,
5560.88,0.4626,
5560.75,0.4629,
5560.63,0.4635,
5560.5,0.4642,
5560.38,0.4649,
5560.25,0.4654,
5560.13,0.4654,
5560,0.4654,
5559.88,0.4655,
5559.75,0.4655,
5559.63,0.4652,
5559.5,0.465,
5559.38,0.4649,
5559.25,0.4648,
5559.13,0.4647,
5559,0.4648,
5558.88,0.4653,
5558.75,0.4658,
5558.63,0.4657,
5558.5,0.465,
5558.38,0.4644,
5558.25,0.4643,
5558.13,0.4646,
5558,0.4647,
5557.88,0.4645,
5557.75,0.4644,
5557.63,0.464,
5557.5,0.4634,
5557.38,0.4628,
5557.25,0.4626,
5557.13,0.463,
5557,0.4637,
5556.88,0.4641,
5556.75,0.4642,
5556.63,0.4641,
5556.5,0.464,
5556.38,0.464,
5556.25,0.4641,
5556.13,0.4639,
5556,0.4633,
5555.88,0.4628,
5555.75,0.4628,
5555.63,0.4634,
5555.5,0.4645,
5555.38,0.4656,
5555.25,0.466,
5555.13,0.4655,
5555,0.4645,
5554.88,0.4638,
5554.75,0.4633,
5554.63,0.4628,
5554.5,0.4622,
5554.38,0.4619,
5554.25,0.462,
5554.13,0.4624,
5554,0.4628,
5553.88,0.4633,
5553.75,0.4639,
5553.63,0.4647,
5553.5,0.4655,
5553.38,0.4665,
5553.25,0.4685,
5553.13,0.4725,
5553,0.4788,
5552.88,0.4868,
5552.75,0.4946,
5552.63,0.5002,
5552.5,0.5024,
5552.38,0.5012,
5552.25,0.4972,
5552.13,0.4918,
5552,0.4866,
5551.88,0.4829,
5551.75,0.4807,
5551.63,0.4787,
5551.5,0.4762,
5551.38,0.4735,
5551.25,0.4717,
5551.13,0.4707,
5551,0.4701,
5550.88,0.4691,
5550.75,0.4678,
5550.63,0.4663,
5550.5,0.4648,
5550.38,0.4637,
5550.25,0.4632,
5550.13,0.4635,
5550,0.4642,
5549.88,0.4649,
5549.75,0.4656,
5549.63,0.4661,
5549.5,0.4663,
5549.38,0.4665,
5549.25,0.4671,
5549.13,0.4687,
5549,0.4713,
5548.88,0.4741,
5548.75,0.4762,
5548.63,0.4772,
5548.5,0.4772,
5548.38,0.4761,
5548.25,0.4741,
5548.13,0.4717,
5548,0.4694,
5547.88,0.4678,
5547.75,0.4671,
5547.63,0.4668,
5547.5,0.4668,
5547.38,0.4665,
5547.25,0.4661,
5547.13,0.4657,
5547,0.4657,
5546.88,0.466,
5546.75,0.4659,
5546.63,0.4648,
5546.5,0.4633,
5546.38,0.4619,
5546.25,0.4615,
5546.13,0.4619,
5546,0.4629,
5545.88,0.4639,
5545.75,0.4644,
5545.63,0.4639,
5545.5,0.4626,
5545.38,0.4615,
5545.25,0.4615,
5545.13,0.4623,
5545,0.4631,
5544.88,0.4635,
5544.75,0.4636,
5544.63,0.4633,
5544.5,0.4627,
5544.38,0.462,
5544.25,0.4614,
5544.13,0.4612,
5544,0.4613,
5543.88,0.4618,
5543.75,0.4624,
5543.63,0.463,
5543.5,0.4632,
5543.38,0.463,
5543.25,0.4629,
5543.13,0.4629,
5543,0.463,
5542.88,0.4631,
5542.75,0.4631,
5542.63,0.4634,
5542.5,0.464,
5542.38,0.4646,
5542.25,0.4649,
5542.13,0.4647,
5542,0.4644,
5541.88,0.4644,
5541.75,0.4644,
5541.63,0.4643,
5541.5,0.464,
5541.38,0.4637,
5541.25,0.4637,
5541.13,0.4637,
5541,0.4637,
5540.88,0.4638,
5540.75,0.4641,
5540.63,0.4641,
5540.5,0.4638,
5540.38,0.4636,
5540.25,0.4641,
5540.13,0.4649,
5540,0.4652,
5539.88,0.465,
5539.75,0.4646,
5539.63,0.4642,
5539.5,0.4635,
5539.38,0.4624,
5539.25,0.4617,
5539.13,0.4618,
5539,0.4625,
5538.88,0.4632,
5538.75,0.4637,
5538.63,0.4643,
5538.5,0.4648,
5538.38,0.465,
5538.25,0.4648,
5538.13,0.4645,
5538,0.4646,
5537.88,0.4647,
5537.75,0.4645,
5537.63,0.4638,
5537.5,0.4628,
5537.38,0.4619,
5537.25,0.4614,
5537.13,0.461,
5537,0.4607,
5536.88,0.4605,
5536.75,0.4608,
5536.63,0.4615,
5536.5,0.4619,
5536.38,0.4615,
5536.25,0.4607,
5536.13,0.4602,
5536,0.4605,
5535.88,0.4614,
5535.75,0.4623,
5535.63,0.4627,
5535.5,0.4624,
5535.38,0.4618,
5535.25,0.4616,
5535.13,0.4623,
5535,0.4636,
5534.88,0.465,
5534.75,0.4659,
5534.63,0.4661,
5534.5,0.4654,
5534.38,0.4643,
5534.25,0.4631,
5534.13,0.4623,
5534,0.4617,
5533.88,0.4615,
5533.75,0.4618,
5533.63,0.4624,
5533.5,0.4629,
5533.38,0.463,
5533.25,0.463,
5533.13,0.4631,
5533,0.4632,
5532.88,0.4634,
5532.75,0.4636,
5532.63,0.4638,
5532.5,0.4638,
5532.38,0.4633,
5532.25,0.4629,
5532.13,0.4628,
5532,0.463,
5531.88,0.4631,
5531.75,0.4632,
5531.63,0.4633,
5531.5,0.4636,
5531.38,0.4636,
5531.25,0.4631,
5531.13,0.4624,
5531,0.4621,
5530.88,0.4623,
5530.75,0.4627,
5530.63,0.4633,
5530.5,0.4637,
5530.38,0.4637,
5530.25,0.4632,
5530.13,0.4626,
5530,0.4625,
5529.88,0.4627,
5529.75,0.463,
5529.63,0.4628,
5529.5,0.4623,
5529.38,0.4619,
5529.25,0.462,
5529.13,0.4627,
5529,0.4634,
5528.88,0.4637,
5528.75,0.4637,
5528.63,0.4635,
5528.5,0.4629,
5528.38,0.4623,
5528.25,0.4621,
5528.13,0.4626,
5528,0.4634,
5527.88,0.4638,
5527.75,0.4637,
5527.63,0.4636,
5527.5,0.4636,
5527.38,0.464,
5527.25,0.4644,
5527.13,0.4647,
5527,0.4651,
5526.88,0.4654,
5526.75,0.4657,
5526.63,0.4661,
5526.5,0.4671,
5526.38,0.4697,
5526.25,0.4743,
5526.13,0.4801,
5526,0.4855,
5525.88,0.4887,
5525.75,0.4889,
5525.63,0.4868,
5525.5,0.4835,
5525.38,0.4799,
5525.25,0.4768,
5525.13,0.4745,
5525,0.4727,
5524.88,0.4709,
5524.75,0.4692,
5524.63,0.468,
5524.5,0.4676,
5524.38,0.4677,
5524.25,0.4677,
5524.13,0.4671,
5524,0.4661,
5523.88,0.465,
5523.75,0.4641,
5523.63,0.4636,
5523.5,0.4634,
5523.38,0.4634,
5523.25,0.4635,
5523.13,0.4638,
5523,0.464,
5522.88,0.4641,
5522.75,0.464,
5522.63,0.4639,
5522.5,0.4643,
5522.38,0.4654,
5522.25,0.467,
5522.13,0.4688,
5522,0.4701,
5521.88,0.4702,
5521.75,0.4691,
5521.63,0.4677,
5521.5,0.4667,
5521.38,0.4662,
5521.25,0.4659,
5521.13,0.4656,
5521,0.4651,
5520.88,0.4645,
5520.75,0.4637,
5520.63,0.4631,
5520.5,0.4629,
5520.38,0.4632,
5520.25,0.4637,
5520.13,0.464,
5520,0.4642,
5519.88,0.4639,
5519.75,0.4632,
5519.63,0.4624,
5519.5,0.4622,
5519.38,0.4624,
5519.25,0.4627,
5519.13,0.463,
5519,0.4633,
5518.88,0.4637,
5518.75,0.4639,
5518.63,0.4636,
5518.5,0.4629,
5518.38,0.4622,
5518.25,0.4619,
5518.13,0.462,
5518,0.4623,
5517.88,0.4623,
5517.75,0.4619,
5517.63,0.4612,
5517.5,0.4607,
5517.38,0.4605,
5517.25,0.4605,
5517.13,0.4606,
5517,0.4605,
5516.88,0.4603,
5516.75,0.4603,
5516.63,0.4608,
5516.5,0.4617,
5516.38,0.4628,
5516.25,0.4637,
5516.13,0.4643,
5516,0.4644,
5515.88,0.4643,
5515.75,0.4639,
5515.63,0.4635,
5515.5,0.4631,
5515.38,0.4627,
5515.25,0.4624,
5515.13,0.4619,
5515,0.4615,
5514.88,0.4613,
5514.75,0.4617,
5514.63,0.4623,
5514.5,0.4629,
5514.38,0.4635,
5514.25,0.4642,
5514.13,0.4646,
5514,0.4646,
5513.88,0.464,
5513.75,0.4635,
5513.63,0.4633,
5513.5,0.4634,
5513.38,0.4635,
5513.25,0.4633,
5513.13,0.4631,
5513,0.4629,
5512.88,0.4625,
5512.75,0.462,
5512.63,0.4617,
5512.5,0.4617,
5512.38,0.462,
5512.25,0.4622,
5512.13,0.4622,
5512,0.4621,
5511.88,0.4622,
5511.75,0.4625,
5511.63,0.463,
5511.5,0.4634,
5511.38,0.4633,
5511.25,0.4627,
5511.13,0.462,
5511,0.4616,
5510.88,0.4616,
5510.75,0.4618,
5510.63,0.4622,
5510.5,0.4627,
5510.38,0.4629,
5510.25,0.4626,
5510.13,0.462,
5510,0.4615,
5509.88,0.4616,
5509.75,0.462,
5509.63,0.4626,
5509.5,0.463,
5509.38,0.4633,
5509.25,0.4632,
5509.13,0.463,
5509,0.4628,
5508.88,0.4627,
5508.75,0.4627,
5508.63,0.4625,
5508.5,0.4617,
5508.38,0.4607,
5508.25,0.46,
5508.13,0.4599,
5508,0.4602,
5507.88,0.4604,
5507.75,0.4602,
5507.63,0.4598,
5507.5,0.4599,
5507.38,0.4604,
5507.25,0.4611,
5507.13,0.4619,
5507,0.4625,
5506.88,0.4626,
5506.75,0.4622,
5506.63,0.4618,
5506.5,0.4619,
5506.38,0.4624,
5506.25,0.4626,
5506.13,0.4621,
5506,0.4615,
5505.88,0.4615,
5505.75,0.4619,
5505.63,0.4624,
5505.5,0.4627,
5505.38,0.4629,
5505.25,0.4632,
5505.13,0.4635,
5505,0.4637,
5504.88,0.4638,
5504.75,0.4638,
5504.63,0.4636,
5504.5,0.4632,
5504.38,0.4624,
5504.25,0.4613,
5504.13,0.4603,
5504,0.4602,
5503.88,0.4609,
5503.75,0.4619,
5503.63,0.4627,
5503.5,0.4629,
5503.38,0.4629,
5503.25,0.4629,
5503.13,0.463,
5503,0.4633,
5502.88,0.4639,
5502.75,0.4645,
5502.63,0.4648,
5502.5,0.465,
5502.38,0.4651,
5502.25,0.4647,
5502.13,0.4637,
5502,0.4625,
5501.88,0.4619,
5501.75,0.4623,
5501.63,0.4632,
5501.5,0.4643,
5501.38,0.4651,
5501.25,0.4656,
5501.13,0.4654,
5501,0.4644,
5500.88,0.4632,
5500.75,0.4624,
5500.63,0.462,
5500.5,0.4619,
5500.38,0.4616,
5500.25,0.4612,
5500.13,0.4607,
5500,0.4604,
5499.88,0.4605,
5499.75,0.4608,
5499.63,0.4613,
5499.5,0.4618,
5499.38,0.462,
5499.25,0.4619,
5499.13,0.4616,
5499,0.4617,
5498.88,0.4624,
5498.75,0.4636,
5498.63,0.4651,
5498.5,0.467,
5498.38,0.4697,
5498.25,0.4731,
5498.13,0.4764,
5498,0.4788,
5497.88,0.4798,
5497.75,0.4796,
5497.63,0.4783,
5497.5,0.4763,
5497.38,0.4741,
5497.25,0.4719,
5497.13,0.4701,
5497,0.4685,
5496.88,0.467,
5496.75,0.466,
5496.63,0.4653,
5496.5,0.4648,
5496.38,0.4643,
5496.25,0.4638,
5496.13,0.4638,
5496,0.4643,
5495.88,0.4652,
5495.75,0.4655,
5495.63,0.4651,
5495.5,0.464,
5495.38,0.463,
5495.25,0.4628,
5495.13,0.4633,
5495,0.4638,
5494.88,0.4635,
5494.75,0.4626,
5494.63,0.4619,
5494.5,0.4622,
5494.38,0.4631,
5494.25,0.4638,
5494.13,0.4633,
5494,0.4619,
5493.88,0.4605,
5493.75,0.4594,
5493.63,0.4586,
5493.5,0.4577,
5493.38,0.457,
5493.25,0.4568,
5493.13,0.4571,
5493,0.4576,
5492.88,0.4579,
5492.75,0.4581,
5492.63,0.4584,
5492.5,0.4589,
5492.38,0.4593,
5492.25,0.4597,
5492.13,0.46,
5492,0.4605,
5491.88,0.4613,
5491.75,0.4623,
5491.63,0.4633,
5491.5,0.464,
5491.38,0.4641,
5491.25,0.4636,
5491.13,0.4623,
5491,0.461,
5490.88,0.4601,
5490.75,0.4598,
5490.63,0.4598,
5490.5,0.4597,
5490.38,0.4593,
5490.25,0.4591,
5490.13,0.4594,
5490,0.4603,
5489.88,0.4612,
5489.75,0.4618,
5489.63,0.4617,
5489.5,0.4612,
5489.38,0.4605,
5489.25,0.46,
5489.13,0.4597,
5489,0.4599,
5488.88,0.46,
5488.75,0.4597,
5488.63,0.459,
5488.5,0.4585,
5488.38,0.4586,
5488.25,0.4591,
5488.13,0.4596,
5488,0.4598,
5487.88,0.4603,
5487.75,0.461,
5487.63,0.4617,
5487.5,0.462,
5487.38,0.4621,
5487.25,0.4625,
5487.13,0.4632,
5487,0.464,
5486.88,0.4646,
5486.75,0.4649,
5486.63,0.4647,
5486.5,0.4642,
5486.38,0.4636,
5486.25,0.4633,
5486.13,0.463,
5486,0.4626,
5485.88,0.4621,
5485.75,0.4618,
5485.63,0.462,
5485.5,0.4627,
5485.38,0.4636,
5485.25,0.4641,
5485.13,0.464,
5485,0.4634,
5484.88,0.4626,
5484.75,0.4625,
5484.63,0.4633,
5484.5,0.4644,
5484.38,0.4652,
5484.25,0.4654,
5484.13,0.465,
5484,0.4644,
5483.88,0.4637,
5483.75,0.4631,
5483.63,0.463,
5483.5,0.4634,
5483.38,0.464,
5483.25,0.4647,
5483.13,0.4651,
5483,0.4651,
5482.88,0.4645,
5482.75,0.4636,
5482.63,0.4628,
5482.5,0.4625,
5482.38,0.4629,
5482.25,0.4638,
5482.13,0.4648,
5482,0.4654,
5481.88,0.4655,
5481.75,0.4654,
5481.63,0.465,
5481.5,0.4645,
5481.38,0.4641,
5481.25,0.4639,
5481.13,0.4639,
5481,0.464,
5480.88,0.4639,
5480.75,0.4637,
5480.63,0.4634,
5480.5,0.4634,
5480.38,0.4638,
5480.25,0.4642,
5480.13,0.4642,
5480,0.4636,
5479.88,0.4628,
5479.75,0.4625,
5479.63,0.4626,
5479.5,0.4629,
5479.38,0.4633,
5479.25,0.4634,
5479.13,0.4632,
5479,0.4626,
5478.88,0.4623,
5478.75,0.4625,
5478.63,0.4632,
5478.5,0.4638,
5478.38,0.4639,
5478.25,0.4636,
5478.13,0.4633,
5478,0.4627,
5477.88,0.462,
5477.75,0.4614,
5477.63,0.4611,
5477.5,0.4611,
5477.38,0.4612,
5477.25,0.4617,
5477.13,0.4622,
5477,0.4621,
5476.88,0.461,
5476.75,0.4594,
5476.63,0.4579,
5476.5,0.4567,
5476.38,0.4554,
5476.25,0.4541,
5476.13,0.4533,
5476,0.4528,
5475.88,0.4524,
5475.75,0.4522,
5475.63,0.4524,
5475.5,0.4529,
5475.38,0.4535,
5475.25,0.454,
5475.13,0.4547,
5475,0.4555,
5474.88,0.4564,
5474.75,0.4572,
5474.63,0.4577,
5474.5,0.4583,
5474.38,0.4592,
5474.25,0.4601,
5474.13,0.4607,
5474,0.461,
5473.88,0.4611,
5473.75,0.4613,
5473.63,0.4616,
5473.5,0.4618,
5473.38,0.4619,
5473.25,0.4623,
5473.13,0.463,
5473,0.4636,
5472.88,0.4637,
5472.75,0.4635,
5472.63,0.4632,
5472.5,0.4631,
5472.38,0.463,
5472.25,0.4629,
5472.13,0.463,
5472,0.4631,
5471.88,0.463,
5471.75,0.4629,
5471.63,0.4628,
5471.5,0.463,
5471.38,0.4631,
5471.25,0.4631,
5471.13,0.463,
5471,0.4629,
5470.88,0.4629,
5470.75,0.4629,
5470.63,0.4632,
5470.5,0.4634,
5470.38,0.4633,
5470.25,0.4627,
5470.13,0.4619,
5470,0.4617,
5469.88,0.4623,
5469.75,0.4631,
5469.63,0.4636,
5469.5,0.4642,
5469.38,0.4654,
5469.25,0.467,
5469.13,0.4684,
5469,0.4688,
5468.88,0.4681,
5468.75,0.4669,
5468.63,0.4658,
5468.5,0.465,
5468.38,0.4643,
5468.25,0.4635,
5468.13,0.4628,
5468,0.4621,
5467.88,0.4618,
5467.75,0.4619,
5467.63,0.4622,
5467.5,0.4626,
5467.38,0.4629,
5467.25,0.4631,
5467.13,0.4634,
5467,0.4636,
5466.88,0.4639,
5466.75,0.4642,
5466.63,0.4643,
5466.5,0.4642,
5466.38,0.4639,
5466.25,0.4638,
5466.13,0.4639,
5466,0.4639,
5465.88,0.4633,
5465.75,0.4627,
5465.63,0.4628,
5465.5,0.4634,
5465.38,0.4636,
5465.25,0.4631,
5465.13,0.4624,
5465,0.4622,
5464.88,0.4623,
5464.75,0.4619,
5464.63,0.4607,
5464.5,0.4594,
5464.38,0.4589,
5464.25,0.459,
5464.13,0.4592,
5464,0.4595,
5463.88,0.46,
5463.75,0.461,
5463.63,0.4619,
5463.5,0.4625,
5463.38,0.4629,
5463.25,0.4634,
5463.13,0.4637,
5463,0.4634,
5462.88,0.4625,
5462.75,0.4617,
5462.63,0.4616,
5462.5,0.4619,
5462.38,0.4621,
5462.25,0.4618,
5462.13,0.4612,
5462,0.4601,
5461.88,0.4587,
5461.75,0.4571,
5461.63,0.4558,
5461.5,0.4549,
5461.38,0.4541,
5461.25,0.4538,
5461.13,0.4542,
5461,0.4552,
5460.88,0.456,
5460.75,0.4562,
5460.63,0.4564,
5460.5,0.4571,
5460.38,0.4585,
5460.25,0.4599,
5460.13,0.461,
5460,0.4614,
5459.88,0.4613,
5459.75,0.4611,
5459.63,0.4613,
5459.5,0.4617,
5459.38,0.4621,
5459.25,0.4624,
5459.13,0.4627,
5459,0.463,
5458.88,0.4633,
5458.75,0.4635,
5458.63,0.4637,
5458.5,0.4637,
5458.38,0.4633,
5458.25,0.4628,
5458.13,0.4623,
5458,0.462,
5457.88,0.4617,
5457.75,0.4614,
5457.63,0.4613,
5457.5,0.4616,
5457.38,0.4621,
5457.25,0.4622,
5457.13,0.4615,
5457,0.4604,
5456.88,0.4595,
5456.75,0.4595,
5456.63,0.4602,
5456.5,0.4612,
5456.38,0.462,
5456.25,0.4622,
5456.13,0.4622,
5456,0.462,
5455.88,0.4617,
5455.75,0.4615,
5455.63,0.4617,
5455.5,0.462,
5455.38,0.4623,
5455.25,0.4624,
5455.13,0.4627,
5455,0.4634,
5454.88,0.4642,
5454.75,0.4646,
5454.63,0.4648,
5454.5,0.4649,
5454.38,0.4652,
5454.25,0.4652,
5454.13,0.4649,
5454,0.4641,
5453.88,0.463,
5453.75,0.4619,
5453.63,0.4616,
5453.5,0.4626,
5453.38,0.4642,
5453.25,0.4655,
5453.13,0.4659,
5453,0.4655,
5452.88,0.4648,
5452.75,0.4641,
5452.63,0.4635,
5452.5,0.4631,
5452.38,0.4628,
5452.25,0.4625,
5452.13,0.462,
5452,0.4617,
5451.88,0.4616,
5451.75,0.4619,
5451.63,0.4621,
5451.5,0.4621,
5451.38,0.462,
5451.25,0.4622,
5451.13,0.4627,
5451,0.4633,
5450.88,0.4634,
5450.75,0.4627,
5450.63,0.4612,
5450.5,0.4594,
5450.38,0.4582,
5450.25,0.4579,
5450.13,0.458,
5450,0.4577,
5449.88,0.4567,
5449.75,0.4558,
5449.63,0.4555,
5449.5,0.4559,
5449.38,0.4564,
5449.25,0.457,
5449.13,0.458,
5449,0.4592,
5448.88,0.4601,
5448.75,0.4605,
5448.63,0.4606,
5448.5,0.4607,
5448.38,0.4611,
5448.25,0.4615,
5448.13,0.4619,
5448,0.4623,
5447.88,0.4627,
5447.75,0.4629,
5447.63,0.4629,
5447.5,0.4627,
5447.38,0.4624,
5447.25,0.4617,
5447.13,0.4607,
5447,0.4595,
5446.88,0.4584,
5446.75,0.4578,
5446.63,0.4576,
5446.5,0.4568,
5446.38,0.4547,
5446.25,0.4524,
5446.13,0.4514,
5446,0.4522,
5445.88,0.4531,
5445.75,0.4534,
5445.63,0.4533,
5445.5,0.454,
5445.38,0.4553,
5445.25,0.4564,
5445.13,0.457,
5445,0.4575,
5444.88,0.4581,
5444.75,0.4589,
5444.63,0.4596,
5444.5,0.4604,
5444.38,0.4611,
5444.25,0.4619,
5444.13,0.4626,
5444,0.4628,
5443.88,0.4627,
5443.75,0.4621,
5443.63,0.4614,
5443.5,0.4606,
5443.38,0.4601,
5443.25,0.46,
5443.13,0.4604,
5443,0.4609,
5442.88,0.4609,
5442.75,0.4598,
5442.63,0.4584,
5442.5,0.4573,
5442.38,0.4565,
5442.25,0.4557,
5442.13,0.4547,
5442,0.4541,
5441.88,0.4541,
5441.75,0.4541,
5441.63,0.4535,
5441.5,0.4523,
5441.38,0.4517,
5441.25,0.4525,
5441.13,0.4541,
5441,0.4554,
5440.88,0.4559,
5440.75,0.4562,
5440.63,0.457,
5440.5,0.4584,
5440.38,0.46,
5440.25,0.4615,
5440.13,0.4628,
5440,0.4638,
5439.88,0.4646,
5439.75,0.4647,
5439.63,0.4643,
5439.5,0.4637,
5439.38,0.4634,
5439.25,0.464,
5439.13,0.4653,
5439,0.4666,
5438.88,0.4675,
5438.75,0.4677,
5438.63,0.4673,
5438.5,0.4666,
5438.38,0.4657,
5438.25,0.4649,
5438.13,0.4643,
5438,0.4643,
5437.88,0.4647,
5437.75,0.465,
5437.63,0.4649,
5437.5,0.4643,
5437.38,0.4637,
5437.25,0.4632,
5437.13,0.4629,
5437,0.463,
5436.88,0.4633,
5436.75,0.4636,
5436.63,0.4633,
5436.5,0.4626,
5436.38,0.4615,
5436.25,0.4604,
5436.13,0.4589,
5436,0.4572,
5435.88,0.4559,
5435.75,0.4549,
5435.63,0.4539,
5435.5,0.4527,
5435.38,0.4521,
5435.25,0.453,
5435.13,0.4543,
5435,0.4547,
5434.88,0.4543,
5434.75,0.4543,
5434.63,0.4553,
5434.5,0.4567,
5434.38,0.4578,
5434.25,0.4583,
5434.13,0.4586,
5434,0.4589,
5433.88,0.4593,
5433.75,0.4595,
5433.63,0.4594,
5433.5,0.4592,
5433.38,0.459,
5433.25,0.4595,
5433.13,0.4607,
5433,0.4622,
5432.88,0.4633,
5432.75,0.464,
5432.63,0.4644,
5432.5,0.4645,
5432.38,0.4641,
5432.25,0.4634,
5432.13,0.4626,
5432,0.4619,
5431.88,0.4616,
5431.75,0.4617,
5431.63,0.4623,
5431.5,0.4626,
5431.38,0.4623,
5431.25,0.4613,
5431.13,0.4602,
5431,0.4596,
5430.88,0.4592,
5430.75,0.4587,
5430.63,0.4579,
5430.5,0.4572,
5430.38,0.4566,
5430.25,0.4559,
5430.13,0.4549,
5430,0.4537,
5429.88,0.4529,
5429.75,0.4528,
5429.63,0.4529,
5429.5,0.4524,
5429.38,0.4508,
5429.25,0.4489,
5429.13,0.4484,
